sample_cd,country_cd,province_cd,district_cd,district_nm,municipality_PT_nm,locality_nm,location_nm,sampling_site_cd,latitude,longitude,altitude,sampling_date_b,sampling_date_e,method_cd,collector_nm,species_cd,species_nm_full,mm,ff,ID_doubtful?,coll_position_cd,identified_by,identified_date,collection cd,preservation_method_cd,remarks_spm
PT/2012/028/RA,PT,Minho,PT-16,Viana do Castelo,Caminha,Seixas,Paul do Coura,-,"41°52'20.6""","8°48'56.3""",25,,2012-08-27T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2012/056/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2012-03-28T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/065/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2013-04-18T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/070/AG,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2013-08-05T22:00:00Z,SW,Ana Rita Gonçalves,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/105/AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila,Paúl de Arzila,-,40°10′45.0″,8°33′18.7″,8,,2013-06-04T22:00:00Z,SW,Ana Rita Gonçalves,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/131/RA,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila,Paúl de Arzila,-,40°10′45.0″,8°33′18.7″,8,,2013-06-04T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/142/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Malta,-,-,"41°18'17.25""","8°39'38.10""",74,,2013-04-29T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/401/RA,PT,Algarve,PT-08,Faro,Vila do Bispo,Budens,-,-,"37°04'28.7""","8°48'10.7""",7,,2016-10-01T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/154/AG,PT,Ribatejo,PT-14,Santarém,Torres Novas,Olaia,Lamarosa,-,"39°31'46.66""","8°28'10.13""",65,,2013-04-29T22:00:00Z,SW,Ana Rita Gonçalves,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",0,1,false,RS/PT/098,Marc Pollet,2018-06-04T22:00:00Z,MAPC,W,
PT/2014/248/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2014-06-01T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",0,2,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/280/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Castro de Avelãs,-,-,"41°48'55.7""","6°48'56.7""",738,,2015-05-09T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/306/RA,PT,Minho,PT-03,Braga,Esposende,Rio Tinto,Marachão,-,"41°30'16.9""","8°43'10.6""",23,,2015-06-01T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/316/RA,PT,Minho,PT-03,Braga,Esposende,Rio Tinto,Marachão,-,"41°30'16.9""","8°43'10.6""",23,,2014-07-02T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/374/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2016-06-27T22:00:00Z,SW,Rui Andrade,ARGYLEUC,"Argyra leucocephala (Meigen, 1824)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/048/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-09-25T22:00:00Z,2011-09-25T22:00:00Z,SW,Rui Andrade,ARGYPERP,"Argyra perplexa Becker, 1918",0,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/034/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-10-03T22:00:00Z,2011-10-03T22:00:00Z,SW,Rui Andrade,ARGYPERP,"Argyra perplexa Becker, 1918",1,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/036/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,2011-09-13T22:00:00Z,2011-09-13T22:00:00Z,SW,Rui Andrade,ARGYPERP,"Argyra perplexa Becker, 1918",0,1,false,RC/PAL/19/1882,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2014/022/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Caminho do Xisto da Benfeita,-,"40°12'54.0""","7°56'47.8""",524,,2014-05-17T22:00:00Z,SW,Marc Pollet,ARGYPERP,"Argyra perplexa Becker, 1918",0,1,false,RS/PT/004,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,checked
PT/2011/055/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-09-30T22:00:00Z,2011-09-30T22:00:00Z,SW,Rui Andrade,ARGYPERP,"Argyra perplexa Becker, 1918",1,4,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2014/059/MP,PT,Minho,PT-03,Braga,Vieira do Minho,Anjos,Cabo,-,"41°36'03.60""","8°05'13.92""",580,,2014-05-23T22:00:00Z,SW,Marc Pollet,ARGYPERP,"Argyra perplexa Becker, 1918",0,1,false,RS/PT/063,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,checked
PT/2013/094/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Mindelo,Paisagem Protegida Regional do Litoral de Vila do Conde e Reserva Ornitológica de Mindelo,-,"41°19'27.0""","8°43'59.7""",15,,2013-05-12T22:00:00Z,SW,Rui Andrade,ARGYPERP,"Argyra perplexa Becker, 1918",0,1,false,RS/PT/069,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,checked
PT/2013/162/RA,PT,Estremadura,PT-10,Leiria,Alcobaça,Cela,-,-,"39°30'21.3""","9°01'37.2""",78,,2013-10-31T23:00:00Z,SW,Rui Andrade,ARGYPERP,"Argyra perplexa Becker, 1918",1,0,false,RC/PAL/30/2984,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/361/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Alfândega da Fé,Alfândega da Fé,-,-,"41°20'14.1""","6°56'50.4""",499,,2016-05-31T22:00:00Z,SW,Rui Andrade,ARGYPERP,"Argyra perplexa Becker, 1918",0,1,true,RS/PT/103,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,"checked: compared with BE A. perplexa females, nearly entire match except for lack of strong pv bristles on fI"
PT/2016/360/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Alfândega da Fé,Sambade,-,-,"41°25'18.5""","7°00'10.4""",986,,2016-05-30T22:00:00Z,SW,Rui Andrade,ARGYPERP,"Argyra perplexa Becker, 1918",0,1,false,RC/PAL/30/2984,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,checked
PT/2016/396/RA,PT,Algarve,PT-08,Faro,Loulé,Almancil,-,-,"37°01'31.8""","8°00'20.4""",4,,2016-09-29T22:00:00Z,SW,Rui Andrade,ARGYVEST,"Argyra vestita (Wiedemann, 1817)",3,0,false,RC/PAL/31/3066,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/009/JA,PT,Beira Alta,PT-18,Viseu,Tondela,Guardão,Serra do Caramulo (Caramulinho),-,"40°32'55.10""","8°12'8.67""",424,2011-06-22T22:00:00Z,2011-06-22T22:00:00Z,SW,Jorge Mota Almeida,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",1,0,false,RC/PAL/19/1856,Marc Pollet,2011-10-08T22:00:00Z,MAPC,W,
PT/2013/036/RA,PT,Trás-os-Montes e Alto Douro,PT-17,Vila Real,Mondim de Basto,Bilhó,-,-,"41°23'48.7""","7°50'53.3""",695,,2013-06-25T22:00:00Z,SW,Rui Andrade,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",1,0,false,RC/PAL/29/2888,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/040/RA,PT,Beira Alta,PT-09,Guarda,Seia,Sabugueiro,Lagoa Comprida,-,"40°21'54.3""","7°38'32.5""",1600,,2013-04-24T22:00:00Z,SW,Rui Andrade,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",1,0,false,RC/PAL/29/2888,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/084/RA,PT,Beira Alta,PT-09,Guarda,Manteigas,São Pedro (Manteigas),-,-,"40°29'10.9""","7°34'38.5""",792,,2013-04-24T22:00:00Z,SW,Rui Andrade,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",0,1,true,RC/PAL/30/2963,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/144/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Malta,-,-,"41°18'17.25""","8°39'38.10""",74,,2013-06-13T22:00:00Z,SW,Rui Andrade,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",2,0,false,RC/PAL/29/2888,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/389/RA,PT,Minho,PT-16,Viana do Castelo,Melgaço,Castro Laboreiro,-,-,"41°59'39.4""","8°10'03.7""",805,,2016-09-07T22:00:00Z,SW,Rui Andrade,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",0,1,true,RS/PT/095,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,"checked: larger than other PT specimens, but face and colouration identical"
PT/2014/223/RA,PT,Beira Baixa,PT-05,Castelo Branco,Castelo Branco,Monforte da Beira,-,-,"39°42'33.5""","7°18'59.3""",233,,2014-04-11T22:00:00Z,SW,Rui Andrade,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",0,1,false,RC/PAL/29/2888,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/224/AG,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,França,Aldeia de Montesinho,-,"41°56'33.0""","6°45'51.0""",1049,,2014-08-06T22:00:00Z,SW,Ana Rita Gonçalves,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",4,4,false,RC/PAL/29/2888,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/249/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,França,Aldeia de Montesinho,-,"41°56'33.0""","6°45'51.0""",1049,,2014-08-06T22:00:00Z,SW,Rui Andrade,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",3,0,false,RC/PAL/29/2888,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/291/AG,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Espinhosela,Cova da Lua,-,"41°53'08.2""","6°49'37.4""",792,,2014-08-07T22:00:00Z,SW,Ana Rita Gonçalves,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",1,0,false,RC/PAL/29/2888,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/403/AG,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Gondesende,-,-,"41°50'47.1""","6°52'45.9""",638,,2015-05-09T22:00:00Z,SW,Ana Rita Gonçalves,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",0,1,true,RS/PT/017,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,checked: no obvious differences with other PT females
PT/2015/335/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Vinhais,Quirás,-,-,"41°57'29.7""","7°09'29.9""",589,,2015-10-03T22:00:00Z,SW,Rui Andrade,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",1,0,false,RC/PAL/29/2888,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/350/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Castrelos,-,-,"41°50'22.1""","6°53'24.2""",611,,2015-10-01T22:00:00Z,SW,Rui Andrade,CAMPARMO,"Campsicnemus armoricanus Parent, 1926",1,0,false,RC/PAL/29/2888,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2010/006/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2010-05-16T22:00:00Z,2010-05-16T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",2,0,false,,Marc Pollet,2011-04-26T22:00:00Z,MAPC,W,
PT/2014/043/ADB,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-18T22:00:00Z,SW,Anja De Braekeleer,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/059/MP,PT,Minho,PT-03,Braga,Vieira do Minho,Anjos,Cabo,-,"41°36'03.60""","8°05'13.92""",580,,2014-05-23T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/042/ADB,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-18T22:00:00Z,SW,Anja De Braekeleer,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/039/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-18T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/003/ADB,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Serra do Açor (Fraga da Pena),-,"40°13'10.26""","7°56'08.28""",367,,2014-05-15T22:00:00Z,SW,Anja De Braekeleer,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/031/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-17T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/017/RA,PT,Baixo Alentejo,PT-02,Beja,Ourique,Santa Luzia,-,-,"37°43'50.3""","8°25'27.2""",200,2011-04-16T22:00:00Z,2011-04-16T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",5,2,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2014/040/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-18T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/035/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Coja,along river Alva,-,"40°16'04.32""","7°59'48.30""",579,,2014-05-18T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",3,5,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/009/ADB,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Anja De Braekeleer,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",4,5,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/057/MP,PT,Minho,PT-03,Braga,Vieira do Minho,Agra,along river Ave,-,"41°36'09.96""","8°02'53.82""",704,,2014-05-23T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/036/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Coja,along river Alva,-,"40°16'04.38""","7°59'49.20""",577,,2014-05-18T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,6,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/033/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-10-13T22:00:00Z,2011-10-13T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/019/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Vinhais,Penhas Juntas,-,-,"41°44'28.4""","7°00'38.6""",750,2011-04-26T22:00:00Z,2011-04-26T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2014/052/MP,PT,Minho,PT-03,Braga,Vieira do Minho,Agra,along river Ave,-,"41°36'09.96""","8°02'53.82""",704,,2014-05-22T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/022/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Salreu,Ria de Aveiro,-,"40°43'57.6"" ","8°34'39.5""",4,2011-05-09T22:00:00Z,2011-05-09T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,1,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2014/028/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Caminho do Xisto da Benfeita,-,"40°12'35.8""","7°56'08.9""",613,,2014-05-17T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/006/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",7,7,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/040/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-07-14T22:00:00Z,2011-07-14T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/001/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,2011-05-22T22:00:00Z,2011-05-22T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2014/001/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Serra do Açor (Fraga da Pena),-,"40°13'10.26""","7°56'08.28""",367,,2014-05-15T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/056/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-10-09T22:00:00Z,2011-10-09T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2010/053/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2010-08-08T22:00:00Z,2010-08-08T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2010/049/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Aves aq.,"41°05'57.9""","8°33'35.0""",60,2010-10-21T22:00:00Z,2010-10-21T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,2,false,,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2011/002/RA,PT,Ribatejo,PT-14,Santarém,Abrantes,Mouriscas,Rio Tejo,-,"39°27'58.3""","8°04'56.3""",50,2011-03-30T22:00:00Z,2011-03-30T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2014/007/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Marc Pollet,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,2,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/075/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,2011-06-19T22:00:00Z,2011-06-19T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2010/020/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Beduído,-,-,"40°45'28.4""","8°33'24.5""",25,2010-05-20T22:00:00Z,2010-05-20T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2011-04-26T22:00:00Z,MAPC,W,
PT/2013/004/RA,PT,Beira Alta,PT-09,Guarda,Manteigas,São Pedro (Manteigas),Nave de Santo António,-,"40°19'07.0""","7°34'37.4""",1539,,2013-04-23T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/013/AG,PT,Ribatejo,PT-14,Santarém,Torres Novas,Olaia,Lamarosa,-,"39°31'46.66""","8°28'10.13""",65,,2013-05-16T22:00:00Z,SW,Ana Rita Gonçalves,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",2,2,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/014/AG,PT,Ribatejo,PT-14,Santarém,Torres Novas,Olaia,Lamarosa,-,"39°31'46.66""","8°28'10.13""",65,,2013-05-18T22:00:00Z,SW,Ana Rita Gonçalves,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",3,2,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/016/AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova,Jardin Botânica de Coimbra,-,"40°12'20.0""","8°25'15.0""",85,,2013-05-07T22:00:00Z,HC,Ana Rita Gonçalves,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/035/AG,PT,Ribatejo,PT-14,Santarém,Tomar,Paialvo,-,-,"39°31'54.21""","8°28'1.94""",75,,2013-07-31T22:00:00Z,SW,Ana Rita Gonçalves,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/038/AG,PT,Beira Litoral,PT-14,Santarém,Ourém,Seiça (Fontainhas),-,-,"39°39'55.4""","8°30'45.1""",160,,2013-07-19T22:00:00Z,HC,Ana Rita Gonçalves,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,2,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/055/AG,PT,Ribatejo,PT-14,Santarém,Tomar,Paialvo,-,-,"39°31'54.21""","8°28'1.94""",75,,2013-06-16T22:00:00Z,SW,Ana Rita Gonçalves,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/094/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Mindelo,Paisagem Protegida Regional do Litoral de Vila do Conde e Reserva Ornitológica de Mindelo,-,"41°19'27.0""","8°43'59.7""",15,,2013-05-12T22:00:00Z,SW,Rui Andrade,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/105/AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila,Paúl de Arzila,-,40°10′45.0″,8°33′18.7″,8,,2013-06-04T22:00:00Z,SW,Ana Rita Gonçalves,CAMPCURV,"Campsicnemus curvipes (Fallén, 1823)",0,2,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
