id	basisOfRecord	occurrenceID	recordedBy	organismQuantity	organismQuantityType	occurrenceStatus	eventID	identifiedBy	taxonID	scientificName	kingdom	taxonRank	verbatimTaxonRank	scientificNameAuthorship
IV2013101509441079	HumanObservation	INBO:NICHE:00074043	Els De Bie	5	londoScale	present	IV2013101509441079	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013101709010364	HumanObservation	INBO:NICHE:00074481	Els De Bie	2	londoScale	present	IV2013101709010364	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013101414561283	HumanObservation	INBO:NICHE:00073813	Els De Bie	p4	londoScale	present	IV2013101414561283	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013101411464890	HumanObservation	INBO:NICHE:00073656	Els De Bie	7	londoScale	present	IV2013101411464890	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013100112011864	HumanObservation	INBO:NICHE:00072305	Els De Bie	1+	londoScale	present	IV2013100112011864	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013100113575625	HumanObservation	INBO:NICHE:00072352	Els De Bie	m2	londoScale	present	IV2013100113575625	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013112514302386	HumanObservation	INBO:NICHE:00082447	Els De Bie	p2	londoScale	present	IV2013112514302386	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013112511543995	HumanObservation	INBO:NICHE:00082334	Els De Bie	a2	londoScale	present	IV2013112511543995	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111911053180	HumanObservation	INBO:NICHE:00081397	Els De Bie	7	londoScale	present	IV2013111911053180	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111914264545	HumanObservation	INBO:NICHE:00081543	Els De Bie	3	londoScale	present	IV2013111914264545	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111914132103	HumanObservation	INBO:NICHE:00081518	Els De Bie	2	londoScale	present	IV2013111914132103	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111215415832	HumanObservation	INBO:NICHE:00077864	Els De Bie	4	londoScale	present	IV2013111215415832	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111216445731	HumanObservation	INBO:NICHE:00077934	Els De Bie	p4	londoScale	present	IV2013111216445731	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111209405067	HumanObservation	INBO:NICHE:00077494	Els De Bie	5	londoScale	present	IV2013111209405067	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111211491881	HumanObservation	INBO:NICHE:00077660	Els De Bie	4	londoScale	present	IV2013111211491881	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111409215471	HumanObservation	INBO:NICHE:00078043	Els De Bie	p1	londoScale	present	IV2013111409215471	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102815312541	HumanObservation	INBO:NICHE:00075860	Els De Bie	6	londoScale	present	IV2013102815312541	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102816050310	HumanObservation	INBO:NICHE:00075887	Els De Bie	1+	londoScale	present	IV2013102816050310	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102910470175	HumanObservation	INBO:NICHE:00076037	Els De Bie	3	londoScale	present	IV2013102910470175	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102909233512	HumanObservation	INBO:NICHE:00075955	Els De Bie	6	londoScale	present	IV2013102909233512	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102816150907	HumanObservation	INBO:NICHE:00075909	Els De Bie	4	londoScale	present	IV2013102816150907	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102409385215	HumanObservation	INBO:NICHE:00075399	Els De Bie	p1	londoScale	present	IV2013102409385215	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102811464855	HumanObservation	INBO:NICHE:00075714	Els De Bie	a1	londoScale	present	IV2013102811464855	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102812103270	HumanObservation	INBO:NICHE:00075736	Els De Bie	9	londoScale	present	IV2013102812103270	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102811255763	HumanObservation	INBO:NICHE:00075687	Els De Bie	1+	londoScale	present	IV2013102811255763	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102110453730	HumanObservation	INBO:NICHE:00074736	Els De Bie	4	londoScale	present	IV2013102110453730	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102110551932	HumanObservation	INBO:NICHE:00074747	Els De Bie	2	londoScale	present	IV2013102110551932	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102111085206	HumanObservation	INBO:NICHE:00074764	Els De Bie	3	londoScale	present	IV2013102111085206	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013112609022839	HumanObservation	INBO:NICHE:00082658	Els De Bie	1+	londoScale	present	IV2013112609022839	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102209390989	HumanObservation	INBO:NICHE:00075073	Els De Bie	p1	londoScale	present	IV2013102209390989	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102115060223	HumanObservation	INBO:NICHE:00074931	Els De Bie	a4	londoScale	present	IV2013102115060223	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111211372786	HumanObservation	INBO:NICHE:00077647	Els De Bie	3	londoScale	present	IV2013111211372786	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111216175492	HumanObservation	INBO:NICHE:00077893	Els De Bie	4	londoScale	present	IV2013111216175492	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111216330316	HumanObservation	INBO:NICHE:00077914	Els De Bie	4	londoScale	present	IV2013111216330316	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013110414500368	HumanObservation	INBO:NICHE:00076886	Els De Bie	a4	londoScale	present	IV2013110414500368	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013110509171328	HumanObservation	INBO:NICHE:00077027	Els De Bie	p2	londoScale	present	IV2013110509171328	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013110514151895	HumanObservation	INBO:NICHE:00077078	Els De Bie	p1	londoScale	present	IV2013110514151895	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013110711560527	HumanObservation	INBO:NICHE:00077391	Els De Bie	3	londoScale	present	IV2013110711560527	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013111209143961	HumanObservation	INBO:NICHE:00077470	Els De Bie	3	londoScale	present	IV2013111209143961	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013102911514311	HumanObservation	INBO:NICHE:00076110	Els De Bie	p2	londoScale	present	IV2013102911514311	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013103110575536	HumanObservation	INBO:NICHE:00076407	Els De Bie	4	londoScale	present	IV2013103110575536	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013103111285463	HumanObservation	INBO:NICHE:00076468	Els De Bie	a4	londoScale	present	IV2013103111285463	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013110413320895	HumanObservation	INBO:NICHE:00076787	Els De Bie	4	londoScale	present	IV2013110413320895	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013110411413780	HumanObservation	INBO:NICHE:00076726	Els De Bie	4	londoScale	present	IV2013110411413780	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013103112040289	HumanObservation	INBO:NICHE:00076519	Els De Bie	5	londoScale	present	IV2013103112040289	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013090214181185	HumanObservation	INBO:NICHE:00049606	Els De Bie	3	londoScale	present	IV2013090214181185	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013112510080019	HumanObservation	INBO:NICHE:00082160	Els De Bie	p1	londoScale	present	IV2013112510080019	Els De Bie	INBSYS0000013778	Agrostis capillaris	Plantae	Species	Spp	L.
IV2013091013523934	HumanObservation	INBO:NICHE:00052744	Bart Vandevoorde	a2	londoScale	present	IV2013091013523934	Bart Vandevoorde	INBSYS0000013779	Agrostis gigantea	Plantae	Species	Spp	Roth
IV2013091014075378	HumanObservation	INBO:NICHE:00052777	Bart Vandevoorde	a2	londoScale	present	IV2013091014075378	Bart Vandevoorde	INBSYS0000013779	Agrostis gigantea	Plantae	Species	Spp	Roth
IV2013091014075378	HumanObservation	INBO:NICHE:00052778	Bart Vandevoorde	1-	londoScale	present	IV2013091014075378	Bart Vandevoorde	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090916322085	HumanObservation	INBO:NICHE:00052232	Els De Bie	a4	londoScale	present	IV2013090916322085	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091013523934	HumanObservation	INBO:NICHE:00052745	Bart Vandevoorde	1-	londoScale	present	IV2013091013523934	Bart Vandevoorde	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091009385608	HumanObservation	INBO:NICHE:00052484	Bart Vandevoorde	2	londoScale	present	IV2013091009385608	Bart Vandevoorde	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091014433694	HumanObservation	INBO:NICHE:00052834	Bart Vandevoorde	1-	londoScale	present	IV2013091014433694	Bart Vandevoorde	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091014550635	HumanObservation	INBO:NICHE:00052867	Bart Vandevoorde	2	londoScale	present	IV2013091014550635	Bart Vandevoorde	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091015073587	HumanObservation	INBO:NICHE:00052896	Bart Vandevoorde	2+	londoScale	present	IV2013091015073587	Bart Vandevoorde	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091015185364	HumanObservation	INBO:NICHE:00052915	Bart Vandevoorde	1+	londoScale	present	IV2013091015185364	Bart Vandevoorde	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091015334417	HumanObservation	INBO:NICHE:00052947	Bart Vandevoorde	a4	londoScale	present	IV2013091015334417	Bart Vandevoorde	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090914144559	HumanObservation	INBO:NICHE:00051990	Els De Bie	3	londoScale	present	IV2013090914144559	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090915244959	HumanObservation	INBO:NICHE:00052107	Els De Bie	2	londoScale	present	IV2013090915244959	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091008531526	HumanObservation	INBO:NICHE:00052381	Els De Bie	1+	londoScale	present	IV2013091008531526	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013092609561194	HumanObservation	INBO:NICHE:00072027	Els De Bie	a1	londoScale	present	IV2013092609561194	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013092611175681	HumanObservation	INBO:NICHE:00072066	Els De Bie	2	londoScale	present	IV2013092611175681	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013092414232724	HumanObservation	INBO:NICHE:00069744	Els De Bie	3	londoScale	present	IV2013092414232724	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013092415004622	HumanObservation	INBO:NICHE:00069761	Els De Bie	8	londoScale	present	IV2013092415004622	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091016062841	HumanObservation	INBO:NICHE:00052999	Bart Vandevoorde	3	londoScale	present	IV2013091016062841	Bart Vandevoorde	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091015493090	HumanObservation	INBO:NICHE:00052971	Bart Vandevoorde	3	londoScale	present	IV2013091015493090	Bart Vandevoorde	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013091210014489	HumanObservation	INBO:NICHE:00053097	Els De Bie	p1	londoScale	present	IV2013091210014489	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090510080415	HumanObservation	INBO:NICHE:00051044	Els De Bie	4	londoScale	present	IV2013090510080415	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090510193924	HumanObservation	INBO:NICHE:00051051	Els De Bie	p1	londoScale	present	IV2013090510193924	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090511264022	HumanObservation	INBO:NICHE:00051105	Els De Bie	p1	londoScale	present	IV2013090511264022	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090511452876	HumanObservation	INBO:NICHE:00051132	Els De Bie	a2	londoScale	present	IV2013090511452876	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090909303555	HumanObservation	INBO:NICHE:00051578	Els De Bie	m2	londoScale	present	IV2013090909303555	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090909455851	HumanObservation	INBO:NICHE:00051600	Els De Bie	1-	londoScale	present	IV2013090909455851	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090914002638	HumanObservation	INBO:NICHE:00051980	Els De Bie	p1	londoScale	present	IV2013090914002638	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090911334347	HumanObservation	INBO:NICHE:00051843	Els De Bie	3	londoScale	present	IV2013090911334347	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090911570391	HumanObservation	INBO:NICHE:00051882	Els De Bie	p1	londoScale	present	IV2013090911570391	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090215262464	HumanObservation	INBO:NICHE:00049738	Els De Bie	a4	londoScale	present	IV2013090215262464	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090215450634	HumanObservation	INBO:NICHE:00049766	Els De Bie	a4	londoScale	present	IV2013090215450634	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090215593144	HumanObservation	INBO:NICHE:00049815	Els De Bie	1-	londoScale	present	IV2013090215593144	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090214535085	HumanObservation	INBO:NICHE:00049689	Els De Bie	p1	londoScale	present	IV2013090214535085	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090309360490	HumanObservation	INBO:NICHE:00050186	Els De Bie	3	londoScale	present	IV2013090309360490	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090310083083	HumanObservation	INBO:NICHE:00050279	Els De Bie	a4	londoScale	present	IV2013090310083083	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090310371503	HumanObservation	INBO:NICHE:00050341	Els De Bie	p1	londoScale	present	IV2013090310371503	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013090309515867	HumanObservation	INBO:NICHE:00050226	Els De Bie	3	londoScale	present	IV2013090309515867	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013100711082331	HumanObservation	INBO:NICHE:00072818	Els De Bie	6	londoScale	present	IV2013100711082331	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013100711345848	HumanObservation	INBO:NICHE:00072850	Els De Bie	6	londoScale	present	IV2013100711345848	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013100711482006	HumanObservation	INBO:NICHE:00072865	Els De Bie	1+	londoScale	present	IV2013100711482006	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013100713291830	HumanObservation	INBO:NICHE:00072900	Els De Bie	m2	londoScale	present	IV2013100713291830	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013100709482773	HumanObservation	INBO:NICHE:00072732	Els De Bie	p1	londoScale	present	IV2013100709482773	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013100710184653	HumanObservation	INBO:NICHE:00072759	Els De Bie	5	londoScale	present	IV2013100710184653	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101414283741	HumanObservation	INBO:NICHE:00073785	Els De Bie	5	londoScale	present	IV2013101414283741	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101414391224	HumanObservation	INBO:NICHE:00073792	Els De Bie	5	londoScale	present	IV2013101414391224	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101414003216	HumanObservation	INBO:NICHE:00073745	Els De Bie	p4	londoScale	present	IV2013101414003216	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101414115651	HumanObservation	INBO:NICHE:00073758	Els De Bie	6	londoScale	present	IV2013101414115651	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101414201383	HumanObservation	INBO:NICHE:00073766	Els De Bie	7	londoScale	present	IV2013101414201383	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101414491113	HumanObservation	INBO:NICHE:00073806	Els De Bie	5	londoScale	present	IV2013101414491113	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101510115073	HumanObservation	INBO:NICHE:00074065	Els De Bie	p1	londoScale	present	IV2013101510115073	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101709010364	HumanObservation	INBO:NICHE:00074482	Els De Bie	a2	londoScale	present	IV2013101709010364	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101709481885	HumanObservation	INBO:NICHE:00074536	Els De Bie	3	londoScale	present	IV2013101709481885	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101710373960	HumanObservation	INBO:NICHE:00074570	Els De Bie	4	londoScale	present	IV2013101710373960	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101711223637	HumanObservation	INBO:NICHE:00074629	Els De Bie	8	londoScale	present	IV2013101711223637	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2014052711532240	HumanObservation	INBO:NICHE:00098167	Mertens Wim	2	londoScale	present	IV2014052711532240	Mertens Wim	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2014052710492684	HumanObservation	INBO:NICHE:00098120	Mertens Wim	2	londoScale	present	IV2014052710492684	Mertens Wim	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2014052711344097	HumanObservation	INBO:NICHE:00098140	Mertens Wim	1	londoScale	present	IV2014052711344097	Mertens Wim	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2014052711440441	HumanObservation	INBO:NICHE:00098155	Mertens Wim	4	londoScale	present	IV2014052711440441	Mertens Wim	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2013101711090992	HumanObservation	INBO:NICHE:00074612	Els De Bie	3	londoScale	present	IV2013101711090992	Els De Bie	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2014052710050861	HumanObservation	INBO:NICHE:00098078	Mertens Wim	1	londoScale	present	IV2014052710050861	Mertens Wim	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
IV2014052710133268	HumanObservation	INBO:NICHE:00098089	Mertens Wim	20	londoScale	present	IV2014052710133268	Mertens Wim	INBSYS0000013780	Agrostis stolonifera	Plantae	Species	Spp	L.
